Pool,Pool Notes,Application,Foreground Begin (Unix Time),Foreground End (Unix Time)
,,Google Chrome,1358205008.00,1358205012.13
,,Google Chrome,1358205012.64,1358205016.77
,,Google Chrome,1358205017.29,1358205027.09
,,Terminal,1358205027.61,1358205028.13
,,Google Chrome,1358205028.64,1358205029.16
,,Google Chrome,1358205032.25,1358205033.28
,,Tweetbot,1358205033.79,1358205063.70
,,Google Chrome,1358205064.22,1358205075.56
,,Google Chrome,1358205076.07,1358205083.79
,,Tweetbot,1358205084.30,1358205086.87
,,Google Chrome,1358205087.39,1358205200.83
,,Google Chrome,1358205201.86,1358205212.18
,,Google Chrome,1358205213.21,1358205224.68
,,Google Chrome,1358206108.85,1358206111.44
,,Google Chrome,1358206114.03,1358206119.79
,,Google Chrome,1358206120.31,1358206135.81
,,Google Chrome,1358206136.32,1358206228.68
,,Tweetbot,1358206229.20,1358206232.30
,,Google Chrome,1358206232.82,1358206309.87
,,Sublime Text 2,1358206310.39,1358206312.46
,,Google Chrome,1358206312.97,1358206317.10
,,Sublime Text 2,1358206317.61,1358206319.16
,,Google Chrome,1358206319.67,1358206321.78
,,Google Chrome,1358206322.30,1358206342.45
,,Google Chrome,1358206342.97,1358206366.65
,,Google Chrome,1358209965.64,1358209989.53
,,Tweetbot,1358209990.04,1358210010.69
,,Google Chrome,1358210011.20,1358210059.19
,,Tweetbot,1358210059.70,1358210064.35
,,Google Chrome,1358210064.87,1358210142.79
,,Tweetbot,1358210143.31,1358210156.28
,,Google Chrome,1358210156.80,1358210501.93
,,Tweetbot,1358210502.44,1358210506.56
,,Google Chrome,1358210507.08,1358210545.73
,,Tweetbot,1358210546.24,1358210549.34
,,Google Chrome,1358210549.86,1358210797.54
,,Google Chrome,1358210802.70,1358210967.18
,,Google Chrome,1358210969.26,1358210971.32
,,Google Chrome,1358210974.94,1358211897.50
,,Google Chrome,1358212095.80,1358212615.72
,,Tweetbot,1358212616.24,1358212622.96
,,Google Chrome,1358212623.48,1358212710.23
,,Tweetbot,1358212710.77,1358212725.25
,,Google Chrome,1358212725.77,1358213227.36
,,Google Chrome,1358215481.98,1358215759.77
,,Google Chrome,1358220492.89,1358220514.08
,,Tweetbot,1358220514.60,1358220526.52
,,Google Chrome,1358220527.04,1358220790.19
,,Tweetbot,1358220790.71,1358220793.32
,,Google Chrome,1358220793.84,1358220893.53
,,Google Chrome,1358220896.12,1358220903.92
,,Mathematica,1358220904.44,1358220935.91
,,Mathematica,1358220939.00,1358220939.52
,,Google Chrome,1358220940.04,1358221027.26
,,Sublime Text 2,1358221027.78,1358221028.30
,,Google Chrome,1358221028.82,1358221029.33
,,Mathematica,1358221029.85,1358221043.26
,,Google Chrome,1358221043.78,1358221250.72
,,Sublime Text 2,1358221251.24,1358221265.66
,,Google Chrome,1358221266.18,1358221314.18
,,Sublime Text 2,1358221314.72,1358221316.79
,,Mathematica,1358221317.30,1358221322.47
,,Google Chrome,1358221322.99,1358221402.90
,,Google Chrome,1358221403.95,1358221404.47
,,Mathematica,1358221404.99,1358221461.67
,,Google Chrome,1358221462.19,1358221471.54
,,Mathematica,1358221472.05,1358221614.99
,,Mathematica,1358221616.57,1358221652.68
,,Google Chrome,1358221653.20,1358221688.80
,,Tweetbot,1358221689.32,1358221697.56
,,Google Chrome,1358221698.07,1358221812.71
,,Sublime Text 2,1358221813.23,1358221813.74
,,Google Chrome,1358221814.27,1358221980.14
,,Google Chrome,1358221981.18,1358221983.24
,,Tweetbot,1358221983.76,1358221991.51
,,Google Chrome,1358221992.02,1358222150.60
,,Sublime Text 2,1358222151.12,1358222151.64
,,Google Chrome,1358222152.15,1358222153.19
,,Mathematica,1358222154.74,1358222182.13
,,Google Chrome,1358222182.64,1358222213.18
,,Mathematica,1358222213.70,1358222244.65
,,Google Chrome,1358222245.16,1358222251.88
,,Mathematica,1358222252.39,1358222398.47
,,Mathematica,1358222413.45,1358222549.18
,,Google Chrome,1358222549.70,1358222558.98
,,Google Chrome,1358222561.56,1358222562.08
,,Mathematica,1358222562.59,1358222574.98
,,Mathematica,1358222577.56,1358222582.71
,,Mathematica,1358222609.07,1358222654.46
,,Mathematica,1358222657.03,1358222666.81
,,Mathematica,1358222668.36,1358222719.38
,,Google Chrome,1358222719.90,1358222745.70
,,Sublime Text 2,1358222746.22,1358222746.74
,,Google Chrome,1358222747.27,1358222965.76
,,Google Chrome,1358222966.79,1358223155.31
,,Tweetbot,1358223155.82,1358223156.34
,,Google Chrome,1358223156.85,1358223248.73
,,Sublime Text 2,1358223249.24,1358223249.76
,,Google Chrome,1358223250.28,1358223271.45
,,Mathematica,1358223273.00,1358223312.27
,,Google Chrome,1358223312.79,1358223499.23
,,Mathematica,1358223499.74,1358223539.47
,,Google Chrome,1358223539.98,1358224374.50
,,Google Chrome,1358226330.48,1358226333.58
,,Tweetbot,1358226334.10,1358226338.23
,,Google Chrome,1358226338.74,1358226432.19
,,System Preferences,1358226432.71,1358226433.73
,,Google Chrome,1358226434.25,1358226438.95
,,System Preferences,1358226439.47,1358226441.54
,,Google Chrome,1358226442.05,1358226692.27
,,System Preferences,1358226692.79,1358226737.68
,,Finder,1358226738.19,1358226746.44
,,System Preferences,1358226746.96,1358226751.09
,,Finder,1358226752.65,1358226777.12
,,Google Chrome,1358226777.63,1358226835.41
,,System Preferences,1358226835.93,1358226859.67
,,Finder,1358226860.19,1358226868.45
,,System Preferences,1358226868.97,1358226873.09
,,Google Chrome,1358226873.61,1358226900.94
,,System Preferences,1358226901.46,1358226902.50
,,Tweetbot,1358226903.02,1358226904.05
,,Google Chrome,1358226904.56,1358227018.59
,,System Preferences,1358227019.11,1358227021.17
,,Google Chrome,1358227021.70,1358227732.86
,,Google Chrome,1358251563.47,1358251582.05
,,System Preferences,1358251582.57,1358251587.74
,,Google Chrome,1358251588.25,1358251589.80
,,Tweetbot,1358251590.32,1358251590.83
,,Finder,1358251591.35,1358251591.87
,,Finder,1358251593.42,1358251627.58
,,Google Chrome,1358251628.09,1358251741.17
,,Tweetbot,1358251741.68,1358251762.30
,,Google Chrome,1358251762.82,1358251769.02
,,Tweetbot,1358251769.53,1358251778.29
,,Google Chrome,1358251778.81,1358252381.68
,,Google Chrome,1358252437.31,1358252806.89
,,Google Chrome,1358252807.92,1358252820.82
,,Google Chrome,1358255988.84,1358255996.61
,,Google Chrome,1358255998.16,1358255999.19
,,Tweetbot,1358255999.70,1358256011.06
,,Tweetbot,1358256012.10,1358256031.23
,,Google Chrome,1358256031.74,1358256184.71
,,Tweetbot,1358256185.23,1358256186.78
,,Google Chrome,1358256187.29,1358256444.18
,,Tweetbot,1358256444.70,1358256452.44
,,Google Chrome,1358256452.96,1358256470.01
,,Tweetbot,1358256470.53,1358256472.59
,,Google Chrome,1358256473.11,1358256499.45
,,Tweetbot,1358256499.96,1358256530.44
,,Google Chrome,1358256530.96,1358257207.87
,,Tweetbot,1358257208.39,1358257211.49
,,Google Chrome,1358257212.00,1358257653.17
,,Tweetbot,1358257653.69,1358257657.82
,,Google Chrome,1358257658.33,1358257664.53
,,Tweetbot,1358257665.05,1358257667.11
,,Google Chrome,1358257667.63,1358257668.15
,,Tweetbot,1358257668.67,1358257669.18
,,Google Chrome,1358257669.70,1358257707.78
,,Tweetbot,1358257708.30,1358257708.81
,,Google Chrome,1358257709.33,1358258996.83
,,Finder,1358258997.35,1358258998.90
,,Terminal,1358258999.42,1358259003.54
,,Google Chrome,1358259004.06,1358259398.97
,,Google Chrome,1358259515.35,1358259524.12
,,Terminal,1358259526.19,1358259550.95
,,Google Chrome,1358259551.47,1358259663.91
,,Terminal,1358259664.43,1358259673.20
,,Sublime Text 2,1358259674.74,1358259707.70
,,Terminal,1358259708.22,1358259716.46
,,Terminal,1358259751.87,1358259756.51
,,Google Chrome,1358259757.03,1358259930.43
,,Terminal,1358259930.95,1358259931.46
,,Sublime Text 2,1358259931.98,1358259935.58
,,Terminal,1358259936.09,1358259937.12
,,Sublime Text 2,1358259937.64,1358259942.78
,,Terminal,1358259943.30,1358259943.82
,,Sublime Text 2,1358259944.33,1358259966.00
,,Google Chrome,1358259966.52,1358260000.07
,,Sublime Text 2,1358260000.59,1358260044.46
,,Google Chrome,1358260044.97,1358260061.50
,,Sublime Text 2,1358260062.02,1358260074.90
,,Terminal,1358260075.93,1358260080.08
,,Google Chrome,1358260081.12,1358260085.77
,,Sublime Text 2,1358260086.29,1358260103.31
,,Terminal,1358260103.83,1358260107.44
,,Sublime Text 2,1358260107.96,1358260115.18
,,Terminal,1358260115.69,1358260117.24
,,Sublime Text 2,1358260117.76,1358260180.20
,,Terminal,1358260180.72,1358260183.30
,,Sublime Text 2,1358260183.81,1358260186.91
,,Terminal,1358260187.43,1358260197.76
,,Sublime Text 2,1358260198.28,1358260202.93
,,Sublime Text 2,1358260206.02,1358260207.05
,,Terminal,1358260207.57,1358260211.70
,,Sublime Text 2,1358260212.21,1358260213.76
,,Google Chrome,1358260214.28,1358260232.86
,,Sublime Text 2,1358260233.39,1358260249.38
,,Google Chrome,1358260249.89,1358260251.44
,,Sublime Text 2,1358260251.95,1358260260.73
,,Terminal,1358260261.25,1358260262.80
,,Sublime Text 2,1358260263.31,1358260286.04
,,Terminal,1358260286.56,1358260288.62
,,Sublime Text 2,1358260289.14,1358260289.65
,,Google Chrome,1358260290.17,1358260376.85
,,Sublime Text 2,1358260377.37,1358260390.77
,,Terminal,1358260391.29,1358260394.90
,,Sublime Text 2,1358260395.41,1358260407.30
,,Terminal,1358260407.82,1358260427.43
,,Google Chrome,1358260427.95,1358260432.09
,,Sublime Text 2,1358260433.13,1358260442.92
,,Terminal,1358260443.44,1358260448.60
,,Sublime Text 2,1358260449.12,1358260451.70
,,Terminal,1358260452.21,1358260453.24
,,Sublime Text 2,1358260453.76,1358260457.89
,,Terminal,1358260458.41,1358260459.96
,,Sublime Text 2,1358260460.47,1358260481.11
,,Terminal,1358260481.63,1358260483.18
,,Sublime Text 2,1358260483.69,1358260486.79
,,Terminal,1358260487.30,1358260488.85
,,Sublime Text 2,1358260489.37,1358260503.29
,,Terminal,1358260503.81,1358260505.36
,,Sublime Text 2,1358260505.88,1358260517.23
,,Sublime Text 2,1358267551.54,1358267558.79
,,Google Chrome,1358267559.31,1358267565.49
,,Google Chrome,1358267567.05,1358267568.08
,,Tweetbot,1358267568.60,1358267570.66
,,Finder,1358267571.69,1358267573.25
,,Tweetbot,1358267573.76,1358267595.45
,,Google Chrome,1358267595.96,1358267701.48
,,Tweetbot,1358267702.00,1358267705.60
,,Google Chrome,1358267706.12,1358267716.99
,,Sublime Text 2,1358267717.50,1358267719.56
,,Terminal,1358267720.08,1358267722.15
,,Sublime Text 2,1358267722.67,1358267725.25
,,Terminal,1358267725.76,1358267726.79
,,Sublime Text 2,1358267727.31,1358267727.83
,,Terminal,1358267728.34,1358267728.86
,,Sublime Text 2,1358267729.37,1358267731.95
,,Terminal,1358267732.46,1358267735.05
,,Sublime Text 2,1358267735.57,1358267743.83
,,Terminal,1358267744.35,1358267745.37
,,Sublime Text 2,1358267745.89,1358267747.96
,,Terminal,1358267748.48,1358267749.51
,,Sublime Text 2,1358267750.03,1358267752.60
,,Terminal,1358267753.12,1358267754.67
,,Sublime Text 2,1358267755.18,1358267757.24
,,Terminal,1358267757.76,1358267759.31
,,Sublime Text 2,1358267759.82,1358267764.46
,,Terminal,1358267764.98,1358267766.01
,,Sublime Text 2,1358267766.52,1358267768.59
,,Terminal,1358267769.10,1358267770.65
,,Sublime Text 2,1358267771.17,1358267772.72
,,Google Chrome,1358267773.23,1358267926.57
,,Sublime Text 2,1358267927.09,1358267928.12
,,Terminal,1358267928.64,1358267931.22
,,Sublime Text 2,1358267931.74,1358267935.87
,,Terminal,1358267936.39,1358267937.93
,,Sublime Text 2,1358267938.45,1358267944.64
,,Terminal,1358267945.16,1358267946.19
,,Google Chrome,1358267946.73,1358267956.54
,,Terminal,1358267957.06,1358267957.57
,,Sublime Text 2,1358267958.09,1358267976.18
,,Terminal,1358267976.70,1358267977.73
,,Sublime Text 2,1358267978.25,1358267984.95
,,Terminal,1358267985.47,1358267988.05
,,Sublime Text 2,1358267988.57,1358267997.34
,,Terminal,1358267997.86,1358268000.96
,,Terminal,1358268001.99,1358268002.51
,,Sublime Text 2,1358268003.03,1358268005.62
,,Google Chrome,1358268006.13,1358268013.37
,,Sublime Text 2,1358268013.89,1358268014.40
,,Google Chrome,1358268014.93,1358268029.88
,,Sublime Text 2,1358268030.40,1358268044.32
,,Google Chrome,1358268044.83,1358268045.35
,,Terminal,1358268045.87,1358268048.45
,,Google Chrome,1358268048.96,1358268049.48
,,Sublime Text 2,1358268050.00,1358268054.12
,,Terminal,1358268054.64,1358268076.85
,,Google Chrome,1358268077.37,1358268253.98
,,Sublime Text 2,1358268254.50,1358268255.01
,,Google Chrome,1358268255.53,1358268274.12
,,Sublime Text 2,1358268274.65,1358268282.88
,,Google Chrome,1358268283.39,1358268283.91
,,Terminal,1358268284.94,1358268291.12
,,Sublime Text 2,1358268291.64,1358268309.68
,,Terminal,1358268310.20,1358268312.79
,,Sublime Text 2,1358268313.31,1358268318.46
,,Terminal,1358268318.98,1358268321.04
,,Google Chrome,1358268322.08,1358268323.62
,,Sublime Text 2,1358268324.14,1358268340.15
,,Terminal,1358268340.67,1358268343.25
,,Sublime Text 2,1358268343.76,1358268355.61
,,Terminal,1358268356.13,1358268358.19
,,Sublime Text 2,1358268358.71,1358268365.92
,,Terminal,1358268366.44,1358268369.02
,,Terminal,1358268370.06,1358268371.61
,,Sublime Text 2,1358268372.13,1358268387.59
,,Terminal,1358268388.11,1358268390.17
,,Sublime Text 2,1358268390.69,1358268392.24
,,Terminal,1358268392.76,1358268393.27
,,Sublime Text 2,1358268393.79,1358268395.85
,,Terminal,1358268396.37,1358268397.40
,,Sublime Text 2,1358268397.91,1358268400.49
,,Terminal,1358268401.01,1358268402.04
,,Sublime Text 2,1358268402.55,1358268405.13
,,Terminal,1358268405.65,1358268407.71
,,Sublime Text 2,1358268408.23,1358268409.78
,,Google Chrome,1358268410.30,1358268466.09
,,Sublime Text 2,1358268466.61,1358268468.16
,,Terminal,1358268468.68,1358268471.78
,,Sublime Text 2,1358268472.30,1358268488.80
,,Terminal,1358268489.31,1358268490.87
,,Sublime Text 2,1358268491.38,1358268504.27
,,Terminal,1358268504.79,1358268505.30
,,Sublime Text 2,1358268505.82,1358268515.63
,,Terminal,1358268516.15,1358268517.17
,,Sublime Text 2,1358268517.69,1358268520.26
,,Terminal,1358268520.78,1358268522.32
,,Sublime Text 2,1358268522.84,1358268529.03
,,Terminal,1358268529.54,1358268531.60
,,Sublime Text 2,1358268532.12,1358268532.64
,,Terminal,1358268533.15,1358268541.41
,,Google Chrome,1358268541.93,1358268546.08
,,Google Chrome,1358269295.44,1358269295.96
,,Terminal,1358269296.49,1358269303.22
,,Google Chrome,1358269303.73,1358269304.79
,,Sublime Text 2,1358269305.31,1358269321.31
,,Terminal,1358269321.83,1358269324.41
,,Sublime Text 2,1358269324.92,1358269332.65
,,Terminal,1358269333.16,1358269335.73
,,Sublime Text 2,1358269337.29,1358269338.33
,,Terminal,1358269338.84,1358269340.39
,,Sublime Text 2,1358269340.91,1358269350.72
,,Terminal,1358269351.23,1358269353.30
,,Sublime Text 2,1358269353.82,1358269357.44
,,Google Chrome,1358269357.96,1358269394.66
,,Sublime Text 2,1358269395.17,1358269396.72
,,Google Chrome,1358269397.24,1358269397.76
,,Terminal,1358269398.27,1358269399.83
,,Google Chrome,1358269400.34,1358269401.38
,,Sublime Text 2,1358269401.90,1358269408.11
,,Google Chrome,1358269408.63,1358269453.03
,,Tweetbot,1358269455.10,1358269477.83
,,Google Chrome,1358274837.88,1358274850.86
,,Tweetbot,1358274851.38,1358274856.58
,,Google Chrome,1358274857.09,1358274994.11
,,Tweetbot,1358274994.63,1358275034.40
,,Google Chrome,1358275034.92,1358275178.57
,,Tweetbot,1358275179.08,1358275197.64
,,Google Chrome,1358275198.16,1358276536.21
,,Google Chrome,1358281003.47,1358281104.79
,,Tweetbot,1358281105.31,1358281136.83
,,Google Chrome,1358281137.35,1358281142.51
,,Tweetbot,1358281143.03,1358281147.14
,,Tweetbot,1358281148.18,1358281152.83
,,Google Chrome,1358281153.35,1358281600.45
,,Tweetbot,1358281600.97,1358281604.07
,,Tweetbot,1358281605.10,1358281606.67
,,Google Chrome,1358281607.19,1358282391.99
,,Tweetbot,1358282392.52,1358282399.24
,,Tweetbot,1358282400.28,1358282400.79
,,Google Chrome,1358282401.30,1358282408.03
,,Finder,1358282408.55,1358282412.16
,,Google Chrome,1358282412.68,1358282525.88
,,Tweetbot,1358282526.40,1358282529.49
,,Google Chrome,1358282530.01,1358283542.91
,,Google Chrome,1358284155.96,1358284169.92
,,Tweetbot,1358284170.97,1358284175.64
,,Tweetbot,1358284176.68,1358284177.71
,,Google Chrome,1358284178.23,1358284225.78
,,Tweetbot,1358284226.29,1358284237.65
,,Tweetbot,1358284238.68,1358284258.83
,,Google Chrome,1358284259.35,1358284318.33
,,Tweetbot,1358284318.84,1358284323.50
,,Google Chrome,1358284324.01,1358284760.30
,,Google Chrome,1358284803.76,1358284899.43
,,Tweetbot,1358284899.94,1358284907.18
,,Tweetbot,1358284908.21,1358284908.73
,,Sublime Text 2,1358284909.76,1358284911.82
,,Finder,1358284912.34,1358284913.89
,,Sublime Text 2,1358284914.41,1358284917.50
,,Google Chrome,1358284918.02,1358284919.57
,,Google Chrome,1358284921.13,1358284921.64
,,Sublime Text 2,1358284929.92,1358284930.96
,,Terminal,1358284931.48,1358284952.12
,,Google Chrome,1358284952.68,1358284957.37
,,Terminal,1358284957.88,1358284978.03
,,Google Chrome,1358284978.56,1358286404.24
,,Google Chrome,1358287394.87,1358287428.52
,,Finder,1358287429.03,1358287429.55
,,Finder,1358287430.59,1358287442.99
,,Finder,1358287450.73,1358287453.83
,,Google Chrome,1358287454.34,1358287485.92
,,Finder,1358287486.44,1358287486.95
,,Finder,1358287490.56,1358287510.70
,,Google Chrome,1358287511.22,1358287528.30
,,Google Chrome,1358287530.88,1358287563.43
,,Finder,1358287563.95,1358287570.68
,,Finder,1358287584.14,1358287590.33
,,Android File Transfer,1358287590.85,1358287608.91
,,Google Chrome,1358287609.42,1358287614.59
,,Terminal,1358287615.11,1358287621.30
,,Google Chrome,1358287621.83,1358287622.35
,,Terminal,1358287622.88,1358287634.74
,,Google Chrome,1358287635.27,1358287637.84
,,Android File Transfer,1358287638.36,1358287653.33
,,Google Chrome,1358287653.85,1358287655.39
,,Android File Transfer,1358287655.91,1358287693.59
,,Google Chrome,1358287694.11,1358287696.19
,,Terminal,1358287696.70,1358287704.45
,,Terminal,1358287705.48,1358287707.55
,,Android File Transfer,1358287714.25,1358287722.01
,,Terminal,1358287722.52,1358287724.59
,,Google Chrome,1358287725.14,1358287989.10
,,Terminal,1358287989.61,1358287990.12
,,Google Chrome,1358287990.64,1358288248.58
,,Android File Transfer,1358288252.19,1358288260.42
,,Google Chrome,1358288260.94,1358288267.13
,,Android File Transfer,1358288267.65,1358288506.86
,,Google Chrome,1358288507.37,1358288592.08
,,Google Chrome,1358288594.17,1358288601.39
,,Google Chrome,1358288605.51,1358288612.21
,,Google Chrome,1358292078.88,1358292179.15
,,Google Chrome,1358292180.70,1358292181.73
,,Tweetbot,1358292182.25,1358292288.75
,,Google Chrome,1358292289.26,1358292329.75
,,Tweetbot,1358292330.26,1358292356.67
,,Google Chrome,1358292357.18,1358292375.78
,,Tweetbot,1358292376.30,1358292376.82
,,Google Chrome,1358292377.33,1358292532.93
,,Tweetbot,1358292533.45,1358292561.92
,,Android File Transfer,1358292562.43,1358292585.19
,,Tweetbot,1358292585.71,1358292596.58
,,Google Chrome,1358292597.10,1358294161.58
,,Google Chrome,1358294163.14,1358294164.17
,,Firefox,1358294164.69,1358294171.94
,,Google Chrome,1358294172.46,1358294175.04
,,Firefox,1358294175.56,1358294179.70
,,Google Chrome,1358294180.21,1358294345.74
,,Tweetbot,1358294346.26,1358294365.94
,,Google Chrome,1358294366.45,1358294526.45
,,Tweetbot,1358294526.96,1358294528.00
,,Google Chrome,1358294528.51,1358294610.21
,,Tweetbot,1358294610.73,1358294614.34
,,Google Chrome,1358294614.86,1358294734.63
,,Google Chrome,1358295047.11,1358295587.32
,,Sublime Text 2,1358295587.83,1358295588.35
,,Google Chrome,1358295588.87,1358295590.94
,,Google Chrome,1358296905.80,1358297038.53
,,Finder,1358297039.05,1358297052.48
,,Preview,1358297053.00,1358297087.06
,,Finder,1358297087.58,1358297088.62
,,Google Chrome,1358297089.14,1358297689.89
,,Google Chrome,1358297691.44,1358297691.96
,,Tweetbot,1358297692.47,1358297703.87
,,Google Chrome,1358297704.39,1358297704.91
,,Google Chrome,1358297705.94,1358297728.20
,,Tweetbot,1358297728.71,1358297759.21
,,Tweetbot,1358297760.24,1358297763.86
,,Google Chrome,1358297764.37,1358297876.43
,,Tweetbot,1358297876.96,1358297881.61
,,Google Chrome,1358297882.13,1358298151.99
,,Tweetbot,1358298152.51,1358298156.13
,,Google Chrome,1358298156.66,1358298172.16
,,Google Chrome,1358298173.19,1358298363.01
,,Preview,1358298363.53,1358298366.63
,,Google Chrome,1358298367.15,1358298370.78
,,Preview,1358298371.30,1358298372.33
,,Google Chrome,1358298372.85,1358298377.50
,,Preview,1358298378.02,1358298379.06
,,Google Chrome,1358298379.57,1358298383.19
,,Google Chrome,1358298384.23,1358299228.09
,,Preview,1358299228.61,1358299232.23
,,Google Chrome,1358299232.75,1358299235.85
,,Preview,1358299236.37,1358299237.40
,,Google Chrome,1358299237.92,1358299239.47
,,Google Chrome,1358299240.50,1358299270.52
,,Preview,1358299271.04,1358299271.55
,,Google Chrome,1358299272.07,1358299272.59
,,Tweetbot,1358299273.10,1358299279.32
,,Tweetbot,1358299280.36,1358299283.45
,,Google Chrome,1358299283.97,1358299291.73
,,Finder,1358299292.25,1358299302.10
,,Google Chrome,1358299302.62,1358299314.07
,,Finder,1358299314.59,1358299319.77
,,Google Chrome,1358299320.28,1358299422.90
,,Tweetbot,1358299423.42,1358299427.13
,,Google Chrome,1358299427.65,1358299541.43
,,Tweetbot,1358299541.95,1358299556.43
,,Google Chrome,1358299556.95,1358299580.71
,,Tweetbot,1358299581.22,1358299584.85
,,Google Chrome,1358299585.36,1358299611.73
,,Finder,1358299612.25,1358299613.28
,,Google Chrome,1358299615.37,1358299615.90
,,Tweetbot,1358299616.42,1358299617.97
,,Google Chrome,1358299618.49,1358299626.77
,,Tweetbot,1358299627.29,1358299648.48
,,Google Chrome,1358299649.00,1358299650.03
,,Google Chrome,1358311216.72,1358311218.79
,,Finder,1358311219.31,1358311228.62
,,Google Chrome,1358311229.14,1358311362.21
,,Google Chrome,1358311365.31,1358311929.84
,,Sublime Text 2,1358311930.36,1358311931.40
,,Terminal,1358311931.91,1358311936.57
,,Google Chrome,1358311937.09,1358311939.15
,,TextEdit,1358311939.67,1358311963.46
,,Google Chrome,1358311963.97,1358311970.70
,,TextEdit,1358311971.22,1358311979.48
,,Google Chrome,1358311979.99,1358314060.92
,,Google Chrome,1358341242.98,1358343099.63
,,Google Chrome,1358346183.36,1358347504.73
,,Google Chrome,1358347506.27,1358347509.37
,,Google Chrome,1358347511.95,1358347542.75
,,Google Chrome,1358353342.94,1358353358.49
,,Google Chrome,1358353360.09,1358353361.15
,,Tweetbot,1358353361.68,1358353362.20
,,Google Chrome,1358353362.75,1358353371.61
,,Tweetbot,1358353372.13,1358353402.63
,,Google Chrome,1358353403.16,1358353414.58
,,Tweetbot,1358353415.10,1358353447.67
,,Google Chrome,1358353448.18,1358353470.43
,,Tweetbot,1358353470.95,1358353471.99
,,Google Chrome,1358353472.51,1358353473.02
,,Tweetbot,1358353473.54,1358353507.70
,,Google Chrome,1358353508.22,1358353533.02
,,Tweetbot,1358353533.54,1358353547.00
,,Google Chrome,1358353547.53,1358353588.33
,,Tweetbot,1358353588.86,1358353594.55
,,Google Chrome,1358353595.07,1358353609.04
,,Tweetbot,1358353609.55,1358353613.70
,,Google Chrome,1358353614.21,1358353618.88
,,Tweetbot,1358353619.39,1358353628.18
,,Google Chrome,1358353628.70,1358353629.23
,,Tweetbot,1358353629.75,1358353645.24
,,Google Chrome,1358353645.75,1358353646.79
,,Tweetbot,1358353647.31,1358353648.87
,,Google Chrome,1358353649.38,1358353649.90
,,Tweetbot,1358353650.42,1358353663.89
,,Google Chrome,1358353664.41,1358353665.97
,,Google Chrome,1358353667.01,1358353668.05
,,Tweetbot,1358353668.56,1358353682.02
,,Google Chrome,1358353682.54,1358353772.60
,,Tweetbot,1358353773.11,1358353775.20
,,Google Chrome,1358353775.71,1358353950.11
,,Tweetbot,1358353950.63,1358353954.26
,,Google Chrome,1358353954.78,1358354014.28
,,Google Chrome,1358354447.24,1358354452.41
,,Tweetbot,1358354452.93,1358354464.99
,,Tweetbot,1358354466.03,1358354468.62
,,Google Chrome,1358354469.14,1358354472.78
,,Tweetbot,1358354473.30,1358354477.44
,,Google Chrome,1358354477.96,1358354480.56
,,Sublime Text 2,1358354482.65,1358354483.69
,,Terminal,1358354484.22,1358354512.68
,,Google Chrome,1358354513.22,1358354526.22
,,Terminal,1358354526.74,1358354527.79
,,Google Chrome,1358354528.31,1358354896.44
,,Sublime Text 2,1358354896.96,1358354899.03
,,Google Chrome,1358354899.54,1358354919.24
,,Sublime Text 2,1358354919.77,1358354923.39
,,Terminal,1358354923.90,1358354927.00
,,Sublime Text 2,1358354927.52,1358354939.91
,,Google Chrome,1358354940.43,1358354941.47
,,Sublime Text 2,1358354941.99,1358354943.54
,,Google Chrome,1358354944.05,1358354945.09
,,Sublime Text 2,1358354945.61,1358354946.12
,,Google Chrome,1358354946.64,1358354948.19
,,Sublime Text 2,1358354948.71,1358354949.74
,,Google Chrome,1358354950.26,1358354950.78
,,Sublime Text 2,1358354951.29,1358354953.89
,,Google Chrome,1358354954.40,1358354966.83
,,Sublime Text 2,1358354967.34,1358354968.38
,,Google Chrome,1358354968.89,1358354969.93
,,Sublime Text 2,1358354970.45,1358354975.10
,,Google Chrome,1358354975.62,1358354976.66
,,Sublime Text 2,1358354977.18,1358354978.22
,,Google Chrome,1358354978.74,1358354979.25
,,Sublime Text 2,1358354979.77,1358354983.91
,,Google Chrome,1358354984.42,1358354984.94
,,Sublime Text 2,1358354985.45,1358354988.04
,,Google Chrome,1358354988.56,1358354989.59
,,Sublime Text 2,1358354990.10,1358354991.15
,,Sublime Text 2,1358354992.18,1358354997.37
,,Google Chrome,1358354997.88,1358354998.40
,,Google Chrome,1358354999.43,1358355002.03
,,Sublime Text 2,1358355002.55,1358355009.78
,,Google Chrome,1358355010.30,1358355011.87
,,Sublime Text 2,1358355012.39,1358355018.07
,,Google Chrome,1358355018.59,1358355033.59
,,Sublime Text 2,1358355034.11,1358355034.64
,,Terminal,1358355035.16,1358355077.00
,,Google Chrome,1358355077.52,1358355078.04
,,Terminal,1358355078.56,1358355079.59
,,Sublime Text 2,1358355080.11,1358355084.78
,,Google Chrome,1358355085.29,1358355085.81
,,Sublime Text 2,1358355086.33,1358355088.40
,,Google Chrome,1358355088.92,1358355089.95
,,Sublime Text 2,1358355090.48,1358355094.61
,,Google Chrome,1358355095.13,1358355237.44
,,Tweetbot,1358355237.96,1358355243.68
,,Google Chrome,1358355244.20,1358355396.27
,,Sublime Text 2,1358355396.79,1358355403.52
,,Google Chrome,1358355404.03,1358355407.65
,,Sublime Text 2,1358355408.17,1358355411.78
,,Google Chrome,1358355412.30,1358355453.62
,,Sublime Text 2,1358355454.13,1358355455.69
,,Google Chrome,1358355456.20,1358355459.31
,,Sublime Text 2,1358355459.83,1358355461.89
,,Google Chrome,1358355462.41,1358355471.74
